,puntuacion usuarios,marca
12954,8.1,NINTENDO
6136,8.1,NINTENDO
15468,8.1,NINTENDO
16496,8.1,NINTENDO
13019,8.1,NINTENDO
6562,8.1,NINTENDO
15456,8.1,NINTENDO
15577,8.1,NINTENDO
12969,8.1,NINTENDO
4938,8.1,NINTENDO
6523,8.1,NINTENDO
14914,8.1,NINTENDO
16442,8.1,NINTENDO
12982,8.1,NINTENDO
5338,8.1,NINTENDO
5842,8.1,NINTENDO
5120,8.1,NINTENDO
13008,8.1,NINTENDO
5027,8.1,NINTENDO
13135,8.1,NINTENDO
5942,8.1,NINTENDO
6172,8.1,NINTENDO
15057,8.1,NINTENDO
6387,8.1,NINTENDO
12974,8.1,NINTENDO
13853,8.1,NINTENDO
13394,8.1,NINTENDO
13405,8.1,NINTENDO
14104,8.1,NINTENDO
13820,8.1,NINTENDO
16113,8.1,NINTENDO
15829,8.1,NINTENDO
14172,8.1,NINTENDO
10129,8.1,NINTENDO
10123,8.1,NINTENDO
15779,8.1,NINTENDO
11492,8.1,NINTENDO
10034,8.1,NINTENDO
9999,8.1,NINTENDO
11654,8.1,NINTENDO
9549,8.1,NINTENDO
9499,8.1,NINTENDO
11724,8.1,NINTENDO
9482,8.1,NINTENDO
11736,8.1,NINTENDO
11748,8.1,NINTENDO
11757,8.1,NINTENDO
11758,8.1,NINTENDO
11764,8.1,NINTENDO
14093,8.1,NINTENDO
15857,8.1,NINTENDO
13204,8.1,NINTENDO
13917,8.1,NINTENDO
11000,8.1,NINTENDO
11017,8.1,NINTENDO
11022,8.1,NINTENDO
11046,8.1,NINTENDO
11050,8.1,NINTENDO
13880,8.1,NINTENDO
11055,8.1,NINTENDO
13905,8.1,NINTENDO
13913,8.1,NINTENDO
11064,8.1,NINTENDO
10406,8.1,NINTENDO
13950,8.1,NINTENDO
13834,8.1,NINTENDO
13827,8.1,NINTENDO
13976,8.1,NINTENDO
14001,8.1,NINTENDO
14009,8.1,NINTENDO
11171,8.1,NINTENDO
11180,8.1,NINTENDO
14037,8.1,NINTENDO
11773,8.1,NINTENDO
11784,8.1,NINTENDO
11791,8.1,NINTENDO
12449,8.1,NINTENDO
12294,8.1,NINTENDO
14633,8.1,NINTENDO
14672,8.1,NINTENDO
14703,8.1,NINTENDO
14706,8.1,NINTENDO
12385,8.1,NINTENDO
12387,8.1,NINTENDO
12390,8.1,NINTENDO
12427,8.1,NINTENDO
14750,8.1,NINTENDO
12275,8.1,NINTENDO
14751,8.1,NINTENDO
12460,8.1,NINTENDO
14752,8.1,NINTENDO
7035,8.1,NINTENDO
12473,8.1,NINTENDO
13425,8.1,NINTENDO
6723,8.1,NINTENDO
6697,8.1,NINTENDO
6682,8.1,NINTENDO
12292,8.1,NINTENDO
15653,8.1,NINTENDO
9078,8.1,NINTENDO
11863,8.1,NINTENDO
9011,8.1,NINTENDO
8976,8.1,NINTENDO
8942,8.1,NINTENDO
14455,8.1,NINTENDO
8801,8.1,NINTENDO
8762,8.1,NINTENDO
14551,8.1,NINTENDO
8512,8.1,NINTENDO
11858,8.1,NINTENDO
8269,8.1,NINTENDO
7866,8.1,NINTENDO
11870,8.1,NINTENDO
8172,8.1,NINTENDO
15689,8.1,NINTENDO
8009,8.1,NINTENDO
11892,8.1,NINTENDO
7947,8.1,NINTENDO
7936,8.1,NINTENDO
7906,8.1,NINTENDO
7884,8.1,NINTENDO
8385,8.1,NINTENDO
8167,8.1,NINTENDO
3498,8.1,NINTENDO
3980,8.1,NINTENDO
3492,8.1,NINTENDO
3046,8.1,NINTENDO
2435,8.1,NINTENDO
2723,8.1,NINTENDO
158,8.1,NINTENDO
2455,8.1,NINTENDO
3487,8.1,NINTENDO
1547,8.1,NINTENDO
2716,8.1,NINTENDO
70,8.1,NINTENDO
3830,8.1,NINTENDO
655,8.1,NINTENDO
1512,8.1,NINTENDO
3488,8.1,NINTENDO
4121,8.1,NINTENDO
13432,8.0,NINTENDO
13386,8.0,NINTENDO
6664,8.0,NINTENDO
6698,8.0,NINTENDO
13336,8.0,NINTENDO
6503,8.0,NINTENDO
13324,8.0,NINTENDO
13319,8.0,NINTENDO
13312,8.0,NINTENDO
6680,8.0,NINTENDO
13300,8.0,NINTENDO
6705,8.0,NINTENDO
10430,8.0,NINTENDO
13296,8.0,NINTENDO
12869,8.0,NINTENDO
12796,8.0,NINTENDO
12823,8.0,NINTENDO
7506,8.0,NINTENDO
7502,8.0,NINTENDO
12854,8.0,NINTENDO
7496,8.0,NINTENDO
7488,8.0,NINTENDO
7449,8.0,NINTENDO
12876,8.0,NINTENDO
13818,8.0,NINTENDO
12886,8.0,NINTENDO
7371,8.0,NINTENDO
12983,8.0,NINTENDO
1936,8.0,NINTENDO
1896,8.0,NINTENDO
1867,8.0,NINTENDO
1855,8.0,NINTENDO
7024,8.0,NINTENDO
6440,8.0,NINTENDO
13903,8.0,NINTENDO
13836,8.0,NINTENDO
5438,8.0,NINTENDO
14337,8.0,NINTENDO
14384,8.0,NINTENDO
14412,8.0,NINTENDO
4095,8.0,NINTENDO
1120,8.0,NINTENDO
14563,8.0,NINTENDO
14592,8.0,NINTENDO
14608,8.0,NINTENDO
5420,8.0,NINTENDO
14254,8.0,NINTENDO
5413,8.0,NINTENDO
14685,8.0,NINTENDO
5380,8.0,NINTENDO
14711,8.0,NINTENDO
14823,8.0,NINTENDO
14838,8.0,NINTENDO
14865,8.0,NINTENDO
14872,8.0,NINTENDO
14272,8.0,NINTENDO
14236,8.0,NINTENDO
13850,8.0,NINTENDO
13932,8.0,NINTENDO
13871,8.0,NINTENDO
12483,8.0,NINTENDO
13904,8.0,NINTENDO
6351,8.0,NINTENDO
13918,8.0,NINTENDO
6333,8.0,NINTENDO
6321,8.0,NINTENDO
13924,8.0,NINTENDO
13946,8.0,NINTENDO
14163,8.0,NINTENDO
6267,8.0,NINTENDO
6241,8.0,NINTENDO
14006,8.0,NINTENDO
14012,8.0,NINTENDO
14017,8.0,NINTENDO
14083,8.0,NINTENDO
14115,8.0,NINTENDO
14150,8.0,NINTENDO
2115,8.0,NINTENDO
7956,8.0,NINTENDO
12430,8.0,NINTENDO
10217,8.0,NINTENDO
10065,8.0,NINTENDO
10057,8.0,NINTENDO
10020,8.0,NINTENDO
9950,8.0,NINTENDO
11123,8.0,NINTENDO
11156,8.0,NINTENDO
11174,8.0,NINTENDO
3173,8.0,NINTENDO
11181,8.0,NINTENDO
2736,8.0,NINTENDO
9623,8.0,NINTENDO
11219,8.0,NINTENDO
11220,8.0,NINTENDO
9545,8.0,NINTENDO
11259,8.0,NINTENDO
11271,8.0,NINTENDO
3264,8.0,NINTENDO
10102,8.0,NINTENDO
10233,8.0,NINTENDO
9317,8.0,NINTENDO
10301,8.0,NINTENDO
10622,8.0,NINTENDO
10614,8.0,NINTENDO
10655,8.0,NINTENDO
10594,8.0,NINTENDO
10556,8.0,NINTENDO
10671,8.0,NINTENDO
10524,8.0,NINTENDO
10511,8.0,NINTENDO
10694,8.0,NINTENDO
10472,8.0,NINTENDO
10465,8.0,NINTENDO
10456,8.0,NINTENDO
10449,8.0,NINTENDO
10444,8.0,NINTENDO
10424,8.0,NINTENDO
2913,8.0,NINTENDO
10307,8.0,NINTENDO
11382,8.0,NINTENDO
11408,8.0,NINTENDO
12418,8.0,NINTENDO
2295,8.0,NINTENDO
8410,8.0,NINTENDO
8378,8.0,NINTENDO
8369,8.0,NINTENDO
8304,8.0,NINTENDO
8260,8.0,NINTENDO
8232,8.0,NINTENDO
3551,8.0,NINTENDO
8083,8.0,NINTENDO
12342,8.0,NINTENDO
8010,8.0,NINTENDO
12368,8.0,NINTENDO
7992,8.0,NINTENDO
12369,8.0,NINTENDO
14927,8.0,NINTENDO
7941,8.0,NINTENDO
12411,8.0,NINTENDO
12415,8.0,NINTENDO
8452,8.0,NINTENDO
11832,8.0,NINTENDO
11429,8.0,NINTENDO
11826,8.0,NINTENDO
11496,8.0,NINTENDO
11557,8.0,NINTENDO
11602,8.0,NINTENDO
9115,8.0,NINTENDO
11640,8.0,NINTENDO
8989,8.0,NINTENDO
11679,8.0,NINTENDO
2536,8.0,NINTENDO
11712,8.0,NINTENDO
11738,8.0,NINTENDO
2480,8.0,NINTENDO
8886,8.0,NINTENDO
8829,8.0,NINTENDO
11781,8.0,NINTENDO
11801,8.0,NINTENDO
11815,8.0,NINTENDO
8727,8.0,NINTENDO
14903,8.0,NINTENDO
10642,8.0,NINTENDO
16490,8.0,NINTENDO
15171,8.0,NINTENDO
139,8.0,NINTENDO
16154,8.0,NINTENDO
560,8.0,NINTENDO
4335,8.0,NINTENDO
869,8.0,NINTENDO
15924,8.0,NINTENDO
15027,8.0,NINTENDO
15382,8.0,NINTENDO
15460,8.0,NINTENDO
15668,8.0,NINTENDO
684,8.0,NINTENDO
16324,8.0,NINTENDO
15612,8.0,NINTENDO
4807,8.0,NINTENDO
16306,8.0,NINTENDO
15613,8.0,NINTENDO
4772,8.0,NINTENDO
11719,7.9,NINTENDO
8825,7.9,NINTENDO
11770,7.9,NINTENDO
9992,7.9,NINTENDO
10044,7.9,NINTENDO
2466,7.9,NINTENDO
11707,7.9,NINTENDO
11753,7.9,NINTENDO
8864,7.9,NINTENDO
14147,7.9,NINTENDO
14100,7.9,NINTENDO
15816,7.9,NINTENDO
14117,7.9,NINTENDO
14082,7.9,NINTENDO
15480,7.9,NINTENDO
10011,7.9,NINTENDO
14170,7.9,NINTENDO
10181,7.9,NINTENDO
11789,7.9,NINTENDO
10191,7.9,NINTENDO
12868,7.9,NINTENDO
8454,7.9,NINTENDO
7413,7.9,NINTENDO
15112,7.9,NINTENDO
4399,7.9,NINTENDO
7399,7.9,NINTENDO
14350,7.9,NINTENDO
5802,7.9,NINTENDO
14345,7.9,NINTENDO
7363,7.9,NINTENDO
11798,7.9,NINTENDO
12915,7.9,NINTENDO
8496,7.9,NINTENDO
8518,7.9,NINTENDO
11933,7.9,NINTENDO
11897,7.9,NINTENDO
14255,7.9,NINTENDO
4870,7.9,NINTENDO
11824,7.9,NINTENDO
11822,7.9,NINTENDO
11857,7.9,NINTENDO
14003,7.9,NINTENDO
11676,7.9,NINTENDO
11360,7.9,NINTENDO
9755,7.9,NINTENDO
11185,7.9,NINTENDO
15928,7.9,NINTENDO
6348,7.9,NINTENDO
9746,7.9,NINTENDO
9743,7.9,NINTENDO
11417,7.9,NINTENDO
13640,7.9,NINTENDO
6388,7.9,NINTENDO
9387,7.9,NINTENDO
11206,7.9,NINTENDO
13181,7.9,NINTENDO
15994,7.9,NINTENDO
9665,7.9,NINTENDO
13682,7.9,NINTENDO
13708,7.9,NINTENDO
13714,7.9,NINTENDO
16000,7.9,NINTENDO
13727,7.9,NINTENDO
3207,7.9,NINTENDO
13752,7.9,NINTENDO
13789,7.9,NINTENDO
9759,7.9,NINTENDO
6732,7.9,NINTENDO
13592,7.9,NINTENDO
9208,7.9,NINTENDO
13190,7.9,NINTENDO
13193,7.9,NINTENDO
6192,7.9,NINTENDO
7456,7.9,NINTENDO
2552,7.9,NINTENDO
13237,7.9,NINTENDO
4872,7.9,NINTENDO
9920,7.9,NINTENDO
13397,7.9,NINTENDO
13411,7.9,NINTENDO
9900,7.9,NINTENDO
13456,7.9,NINTENDO
13479,7.9,NINTENDO
13523,7.9,NINTENDO
13547,7.9,NINTENDO
9194,7.9,NINTENDO
9860,7.9,NINTENDO
9846,7.9,NINTENDO
9841,7.9,NINTENDO
9206,7.9,NINTENDO
13585,7.9,NINTENDO
14411,7.9,NINTENDO
3932,7.9,NINTENDO
7461,7.9,NINTENDO
12781,7.9,NINTENDO
7769,7.9,NINTENDO
10584,7.9,NINTENDO
5392,7.9,NINTENDO
939,7.9,NINTENDO
3531,7.9,NINTENDO
4344,7.9,NINTENDO
4347,7.9,NINTENDO
3528,7.9,NINTENDO
4348,7.9,NINTENDO
10504,7.9,NINTENDO
10503,7.9,NINTENDO
5483,7.9,NINTENDO
15043,7.9,NINTENDO
10496,7.9,NINTENDO
12767,7.9,NINTENDO
10493,7.9,NINTENDO
8374,7.9,NINTENDO
10437,7.9,NINTENDO
7624,7.9,NINTENDO
8226,7.9,NINTENDO
10667,7.9,NINTENDO
7771,7.9,NINTENDO
14788,7.9,NINTENDO
15643,7.9,NINTENDO
2236,7.9,NINTENDO
14853,7.9,NINTENDO
4146,7.9,NINTENDO
10635,7.9,NINTENDO
10633,7.9,NINTENDO
7840,7.9,NINTENDO
14818,7.9,NINTENDO
14781,7.9,NINTENDO
10593,7.9,NINTENDO
14769,7.9,NINTENDO
7804,7.9,NINTENDO
10612,7.9,NINTENDO
10600,7.9,NINTENDO
4342,7.9,NINTENDO
10596,7.9,NINTENDO
16527,7.9,NINTENDO
5352,7.9,NINTENDO
10718,7.9,NINTENDO
10672,7.9,NINTENDO
12820,7.9,NINTENDO
12827,7.9,NINTENDO
10643,7.9,NINTENDO
12807,7.9,NINTENDO
12840,7.9,NINTENDO
12860,7.9,NINTENDO
10396,7.9,NINTENDO
8392,7.9,NINTENDO
7523,7.9,NINTENDO
3004,7.9,NINTENDO
14499,7.9,NINTENDO
8424,7.9,NINTENDO
12810,7.9,NINTENDO
5665,7.9,NINTENDO
7494,7.9,NINTENDO
9275,7.8,NINTENDO
13613,7.8,NINTENDO
9295,7.8,NINTENDO
7409,7.8,NINTENDO
9279,7.8,NINTENDO
13572,7.8,NINTENDO
7391,7.8,NINTENDO
9220,7.8,NINTENDO
7793,7.8,NINTENDO
9237,7.8,NINTENDO
6718,7.8,NINTENDO
2136,7.8,NINTENDO
7814,7.8,NINTENDO
12203,7.8,NINTENDO
7805,7.8,NINTENDO
15394,7.8,NINTENDO
12885,7.8,NINTENDO
7828,7.8,NINTENDO
6639,7.8,NINTENDO
7499,7.8,NINTENDO
2266,7.8,NINTENDO
3249,7.8,NINTENDO
6542,7.8,NINTENDO
3912,7.8,NINTENDO
4817,7.8,NINTENDO
3584,7.8,NINTENDO
11254,7.8,NINTENDO
3592,7.8,NINTENDO
11266,7.8,NINTENDO
9493,7.8,NINTENDO
3581,7.8,NINTENDO
7418,7.8,NINTENDO
2702,7.8,NINTENDO
11369,7.8,NINTENDO
11318,7.8,NINTENDO
12214,7.8,NINTENDO
12211,7.8,NINTENDO
7861,7.8,NINTENDO
9422,7.8,NINTENDO
12858,7.8,NINTENDO
8154,7.8,NINTENDO
11364,7.8,NINTENDO
6638,7.8,NINTENDO
13561,7.8,NINTENDO
13675,7.8,NINTENDO
12890,7.8,NINTENDO
8776,7.8,NINTENDO
12892,7.8,NINTENDO
8873,7.8,NINTENDO
1827,7.8,NINTENDO
13143,7.8,NINTENDO
1852,7.8,NINTENDO
11975,7.8,NINTENDO
8277,7.8,NINTENDO
11939,7.8,NINTENDO
2053,7.8,NINTENDO
12114,7.8,NINTENDO
12788,7.8,NINTENDO
8323,7.8,NINTENDO
2311,7.8,NINTENDO
8388,7.8,NINTENDO
8272,7.8,NINTENDO
12775,7.8,NINTENDO
12780,7.8,NINTENDO
8386,7.8,NINTENDO
7641,7.8,NINTENDO
15479,7.8,NINTENDO
8382,7.8,NINTENDO
15735,7.8,NINTENDO
8806,7.8,NINTENDO
8799,7.8,NINTENDO
12784,7.8,NINTENDO
15764,7.8,NINTENDO
7710,7.8,NINTENDO
12018,7.8,NINTENDO
591,7.8,NINTENDO
11605,7.8,NINTENDO
8763,7.8,NINTENDO
12902,7.8,NINTENDO
12905,7.8,NINTENDO
13538,7.8,NINTENDO
8495,7.8,NINTENDO
6524,7.8,NINTENDO
12809,7.8,NINTENDO
7761,7.8,NINTENDO
2094,7.8,NINTENDO
13403,7.8,NINTENDO
15663,7.8,NINTENDO
1943,7.8,NINTENDO
7724,7.8,NINTENDO
9168,7.8,NINTENDO
11608,7.8,NINTENDO
9151,7.8,NINTENDO
15462,7.8,NINTENDO
12801,7.8,NINTENDO
13275,7.8,NINTENDO
12022,7.8,NINTENDO
7445,7.8,NINTENDO
13232,7.8,NINTENDO
7734,7.8,NINTENDO
7729,7.8,NINTENDO
12853,7.8,NINTENDO
3889,7.8,NINTENDO
14251,7.8,NINTENDO
6178,7.8,NINTENDO
10142,7.8,NINTENDO
10624,7.8,NINTENDO
5983,7.8,NINTENDO
10071,7.8,NINTENDO
11001,7.8,NINTENDO
14220,7.8,NINTENDO
14142,7.8,NINTENDO
4018,7.8,NINTENDO
9985,7.8,NINTENDO
15195,7.8,NINTENDO
4137,7.8,NINTENDO
5023,7.8,NINTENDO
11101,7.8,NINTENDO
14004,7.8,NINTENDO
9779,7.8,NINTENDO
14842,7.8,NINTENDO
13995,7.8,NINTENDO
9968,7.8,NINTENDO
11105,7.8,NINTENDO
6239,7.8,NINTENDO
6259,7.8,NINTENDO
13974,7.8,NINTENDO
9886,7.8,NINTENDO
13954,7.8,NINTENDO
9879,7.8,NINTENDO
9828,7.8,NINTENDO
9827,7.8,NINTENDO
6317,7.8,NINTENDO
4034,7.8,NINTENDO
1223,7.8,NINTENDO
2844,7.8,NINTENDO
10618,7.8,NINTENDO
5454,7.8,NINTENDO
5457,7.8,NINTENDO
10688,7.8,NINTENDO
5472,7.8,NINTENDO
10495,7.8,NINTENDO
14560,7.8,NINTENDO
10417,7.8,NINTENDO
14533,7.8,NINTENDO
4103,7.8,NINTENDO
10374,7.8,NINTENDO
1109,7.8,NINTENDO
10373,7.8,NINTENDO
14674,7.8,NINTENDO
14471,7.8,NINTENDO
10656,7.8,NINTENDO
14710,7.8,NINTENDO
1121,7.8,NINTENDO
14418,7.8,NINTENDO
5073,7.8,NINTENDO
5721,7.8,NINTENDO
5734,7.8,NINTENDO
10209,7.8,NINTENDO
2855,7.8,NINTENDO
14314,7.8,NINTENDO
14311,7.8,NINTENDO
14287,7.8,NINTENDO
14780,7.8,NINTENDO
15268,7.8,NINTENDO
10542,7.8,NINTENDO
6421,7.8,NINTENDO
9668,7.8,NINTENDO
383,7.8,NINTENDO
13793,7.8,NINTENDO
9713,7.8,NINTENDO
10647,7.8,NINTENDO
3956,7.8,NINTENDO
6404,7.8,NINTENDO
16109,7.8,NINTENDO
11192,7.8,NINTENDO
6405,7.8,NINTENDO
9687,7.8,NINTENDO
4153,7.8,NINTENDO
9730,7.8,NINTENDO
1504,7.8,NINTENDO
15302,7.8,NINTENDO
11233,7.8,NINTENDO
1420,7.8,NINTENDO
15303,7.8,NINTENDO
5740,7.7,NINTENDO
15495,7.7,NINTENDO
5816,7.7,NINTENDO
7393,7.7,NINTENDO
12382,7.7,NINTENDO
12078,7.7,NINTENDO
5304,7.7,NINTENDO
9640,7.7,NINTENDO
5941,7.7,NINTENDO
5828,7.7,NINTENDO
5732,7.7,NINTENDO
15585,7.7,NINTENDO
8036,7.7,NINTENDO
10308,7.7,NINTENDO
7482,7.7,NINTENDO
5297,7.7,NINTENDO
4660,7.7,NINTENDO
8465,7.7,NINTENDO
14296,7.7,NINTENDO
1942,7.7,NINTENDO
10152,7.7,NINTENDO
14269,7.7,NINTENDO
15358,7.7,NINTENDO
5292,7.7,NINTENDO
2125,7.7,NINTENDO
15368,7.7,NINTENDO
10613,7.7,NINTENDO
6604,7.7,NINTENDO
10320,7.7,NINTENDO
3699,7.7,NINTENDO
6590,7.7,NINTENDO
5837,7.7,NINTENDO
14316,7.7,NINTENDO
14895,7.7,NINTENDO
7370,7.7,NINTENDO
12067,7.7,NINTENDO
11511,7.7,NINTENDO
15555,7.7,NINTENDO
14659,7.7,NINTENDO
5556,7.7,NINTENDO
10711,7.7,NINTENDO
10482,7.7,NINTENDO
1079,7.7,NINTENDO
4674,7.7,NINTENDO
12102,7.7,NINTENDO
6538,7.7,NINTENDO
6536,7.7,NINTENDO
14590,7.7,NINTENDO
10670,7.7,NINTENDO
12103,7.7,NINTENDO
8290,7.7,NINTENDO
14593,7.7,NINTENDO
14595,7.7,NINTENDO
10673,7.7,NINTENDO
10539,7.7,NINTENDO
8261,7.7,NINTENDO
9589,7.7,NINTENDO
3222,7.7,NINTENDO
10712,7.7,NINTENDO
12099,7.7,NINTENDO
5691,7.7,NINTENDO
979,7.7,NINTENDO
7959,7.7,NINTENDO
12081,7.7,NINTENDO
5685,7.7,NINTENDO
849,7.7,NINTENDO
16047,7.7,NINTENDO
14695,7.7,NINTENDO
6556,7.7,NINTENDO
15008,7.7,NINTENDO
5667,7.7,NINTENDO
6553,7.7,NINTENDO
4156,7.7,NINTENDO
12093,7.7,NINTENDO
5656,7.7,NINTENDO
5653,7.7,NINTENDO
9527,7.7,NINTENDO
12094,7.7,NINTENDO
10580,7.7,NINTENDO
166,7.7,NINTENDO
14531,7.7,NINTENDO
12086,7.7,NINTENDO
14035,7.7,NINTENDO
11515,7.7,NINTENDO
3387,7.7,NINTENDO
13379,7.7,NINTENDO
12391,7.7,NINTENDO
11613,7.7,NINTENDO
9938,7.7,NINTENDO
12395,7.7,NINTENDO
13890,7.7,NINTENDO
15887,7.7,NINTENDO
747,7.7,NINTENDO
13311,7.7,NINTENDO
9084,7.7,NINTENDO
11200,7.7,NINTENDO
16169,7.7,NINTENDO
12400,7.7,NINTENDO
13262,7.7,NINTENDO
3389,7.7,NINTENDO
5187,7.7,NINTENDO
6199,7.7,NINTENDO
2684,7.7,NINTENDO
13225,7.7,NINTENDO
4279,7.7,NINTENDO
7930,7.7,NINTENDO
4901,7.7,NINTENDO
9913,7.7,NINTENDO
11386,7.7,NINTENDO
16153,7.7,NINTENDO
11166,7.7,NINTENDO
5132,7.7,NINTENDO
6319,7.7,NINTENDO
11157,7.7,NINTENDO
11493,7.7,NINTENDO
13926,7.7,NINTENDO
11152,7.7,NINTENDO
11142,7.7,NINTENDO
1624,7.7,NINTENDO
2665,7.7,NINTENDO
11558,7.7,NINTENDO
15932,7.7,NINTENDO
2625,7.7,NINTENDO
11579,7.7,NINTENDO
15416,7.7,NINTENDO
13420,7.7,NINTENDO
11122,7.7,NINTENDO
6260,7.7,NINTENDO
3194,7.7,NINTENDO
9008,7.7,NINTENDO
9357,7.7,NINTENDO
14831,7.7,NINTENDO
15605,7.7,NINTENDO
9371,7.7,NINTENDO
14149,7.7,NINTENDO
11027,7.7,NINTENDO
14166,7.7,NINTENDO
10054,7.7,NINTENDO
8835,7.7,NINTENDO
4621,7.7,NINTENDO
12485,7.7,NINTENDO
2809,7.7,NINTENDO
14965,7.7,NINTENDO
3862,7.7,NINTENDO
1911,7.7,NINTENDO
10082,7.7,NINTENDO
10630,7.7,NINTENDO
3107,7.7,NINTENDO
11329,7.7,NINTENDO
9560,7.7,NINTENDO
4583,7.7,NINTENDO
13104,7.7,NINTENDO
7872,7.7,NINTENDO
15877,7.7,NINTENDO
11697,7.7,NINTENDO
12446,7.7,NINTENDO
9996,7.7,NINTENDO
14964,7.7,NINTENDO
13840,7.7,NINTENDO
4226,7.7,NINTENDO
10567,7.7,NINTENDO
8948,7.7,NINTENDO
14840,7.7,NINTENDO
6631,7.7,NINTENDO
4223,7.7,NINTENDO
12263,7.6,NINTENDO
8053,7.6,NINTENDO
12160,7.6,NINTENDO
8112,7.6,NINTENDO
8020,7.6,NINTENDO
12152,7.6,NINTENDO
12145,7.6,NINTENDO
12299,7.6,NINTENDO
8091,7.6,NINTENDO
8194,7.6,NINTENDO
12289,7.6,NINTENDO
2243,7.6,NINTENDO
8151,7.6,NINTENDO
3578,7.6,NINTENDO
8175,7.6,NINTENDO
11237,7.6,NINTENDO
15672,7.6,NINTENDO
16118,7.6,NINTENDO
8983,7.6,NINTENDO
8991,7.6,NINTENDO
3402,7.6,NINTENDO
9007,7.6,NINTENDO
9014,7.6,NINTENDO
9033,7.6,NINTENDO
9955,7.6,NINTENDO
9126,7.6,NINTENDO
9922,7.6,NINTENDO
9921,7.6,NINTENDO
9907,7.6,NINTENDO
11539,7.6,NINTENDO
11365,7.6,NINTENDO
10420,7.6,NINTENDO
9634,7.6,NINTENDO
9483,7.6,NINTENDO
9621,7.6,NINTENDO
9618,7.6,NINTENDO
9607,7.6,NINTENDO
9603,7.6,NINTENDO
9509,7.6,NINTENDO
9515,7.6,NINTENDO
9520,7.6,NINTENDO
9523,7.6,NINTENDO
9593,7.6,NINTENDO
9532,7.6,NINTENDO
8950,7.6,NINTENDO
11078,7.6,NINTENDO
8936,7.6,NINTENDO
15814,7.6,NINTENDO
10815,7.6,NINTENDO
8412,7.6,NINTENDO
10372,7.6,NINTENDO
10817,7.6,NINTENDO
10824,7.6,NINTENDO
10364,7.6,NINTENDO
8451,7.6,NINTENDO
10857,7.6,NINTENDO
10232,7.6,NINTENDO
10182,7.6,NINTENDO
8473,7.6,NINTENDO
12064,7.6,NINTENDO
12063,7.6,NINTENDO
12061,7.6,NINTENDO
10176,7.6,NINTENDO
12056,7.6,NINTENDO
10162,7.6,NINTENDO
2845,7.6,NINTENDO
10132,7.6,NINTENDO
3104,7.6,NINTENDO
10097,7.6,NINTENDO
11013,7.6,NINTENDO
15792,7.6,NINTENDO
11016,7.6,NINTENDO
2819,7.6,NINTENDO
4726,7.6,NINTENDO
7946,7.6,NINTENDO
13392,7.6,NINTENDO
6579,7.6,NINTENDO
13794,7.6,NINTENDO
13122,7.6,NINTENDO
700,7.6,NINTENDO
4800,7.6,NINTENDO
7106,7.6,NINTENDO
6218,7.6,NINTENDO
7093,7.6,NINTENDO
6482,7.6,NINTENDO
13180,7.6,NINTENDO
3655,7.6,NINTENDO
13203,7.6,NINTENDO
14664,7.6,NINTENDO
1505,7.6,NINTENDO
6167,7.6,NINTENDO
14047,7.6,NINTENDO
14474,7.6,NINTENDO
6996,7.6,NINTENDO
4874,7.6,NINTENDO
2092,7.6,NINTENDO
13121,7.6,NINTENDO
13823,7.6,NINTENDO
12951,7.6,NINTENDO
13026,7.6,NINTENDO
12986,7.6,NINTENDO
14429,7.6,NINTENDO
6335,7.6,NINTENDO
6361,7.6,NINTENDO
15323,7.6,NINTENDO
15048,7.6,NINTENDO
5543,7.6,NINTENDO
15341,7.6,NINTENDO
13941,7.6,NINTENDO
13099,7.6,NINTENDO
1126,7.6,NINTENDO
13883,7.6,NINTENDO
6301,7.6,NINTENDO
15342,7.6,NINTENDO
13959,7.6,NINTENDO
6417,7.6,NINTENDO
6268,7.6,NINTENDO
6425,7.6,NINTENDO
6037,7.6,NINTENDO
844,7.6,NINTENDO
12455,7.6,NINTENDO
14349,7.6,NINTENDO
5298,7.6,NINTENDO
4779,7.6,NINTENDO
7888,7.6,NINTENDO
6737,7.6,NINTENDO
6739,7.6,NINTENDO
6710,7.6,NINTENDO
14709,7.6,NINTENDO
14240,7.6,NINTENDO
7943,7.6,NINTENDO
5988,7.6,NINTENDO
5881,7.6,NINTENDO
1666,7.6,NINTENDO
12381,7.6,NINTENDO
6660,7.6,NINTENDO
6585,7.6,NINTENDO
7245,7.5,NINTENDO
9704,7.5,NINTENDO
6717,7.5,NINTENDO
12359,7.5,NINTENDO
6410,7.5,NINTENDO
3204,7.5,NINTENDO
10352,7.5,NINTENDO
6729,7.5,NINTENDO
10762,7.5,NINTENDO
3979,7.5,NINTENDO
11214,7.5,NINTENDO
15301,7.5,NINTENDO
8869,7.5,NINTENDO
10347,7.5,NINTENDO
13072,7.5,NINTENDO
10776,7.5,NINTENDO
10393,7.5,NINTENDO
3722,7.5,NINTENDO
8738,7.5,NINTENDO
4929,7.5,NINTENDO
4356,7.5,NINTENDO
4651,7.5,NINTENDO
8764,7.5,NINTENDO
3714,7.5,NINTENDO
5638,7.5,NINTENDO
13061,7.5,NINTENDO
9377,7.5,NINTENDO
8878,7.5,NINTENDO
4944,7.5,NINTENDO
13036,7.5,NINTENDO
6708,7.5,NINTENDO
15982,7.5,NINTENDO
9706,7.5,NINTENDO
10745,7.5,NINTENDO
15811,7.5,NINTENDO
2467,7.5,NINTENDO
9468,7.5,NINTENDO
9020,7.5,NINTENDO
